"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EST","LIFEEXP","MEN","YR","A","2007",67.5,
"EST","LIFEEXP","MEN","YR","A","2008",68.9,
"EST","LIFEEXP","MEN","YR","A","2009",70,
"EST","LIFEEXP","MEN","YR","A","2010",70.9,
"EST","LIFEEXP","MEN","YR","A","2011",71.4,
"EST","LIFEEXP","MEN","YR","A","2012",71.4,
"EST","LIFEEXP","MEN","YR","A","2013",72.8,
"EST","LIFEEXP","MEN","YR","A","2014",72.4,
"EST","LIFEEXP","MEN","YR","A","2015",73.2,
"EST","LIFEEXP","MEN","YR","A","2016",73.3,
"EST","LIFEEXP","MEN","YR","A","2017",73.8,
"EST","LIFEEXP","MEN","YR","A","2018",74,
"EST","LIFEEXP","WOMEN","YR","A","1999",76.1,
"EST","LIFEEXP","WOMEN","YR","A","2000",76.4,
"EST","LIFEEXP","WOMEN","YR","A","2001",76.5,
"EST","LIFEEXP","WOMEN","YR","A","2002",77.2,
"EST","LIFEEXP","WOMEN","YR","A","2003",77.2,
"EST","LIFEEXP","WOMEN","YR","A","2004",78,
"EST","LIFEEXP","WOMEN","YR","A","2005",78.2,
"EST","LIFEEXP","WOMEN","YR","A","2006",78.6,
"EST","LIFEEXP","WOMEN","YR","A","2007",78.9,
"EST","LIFEEXP","WOMEN","YR","A","2008",79.5,
"EST","LIFEEXP","WOMEN","YR","A","2009",80.3,
"EST","LIFEEXP","WOMEN","YR","A","2010",80.8,
"EST","LIFEEXP","WOMEN","YR","A","2011",81.3,
"EST","LIFEEXP","WOMEN","YR","A","2012",81.5,
"EST","LIFEEXP","WOMEN","YR","A","2013",81.7,
"EST","LIFEEXP","WOMEN","YR","A","2014",81.9,
"EST","LIFEEXP","WOMEN","YR","A","2015",82.2,
"EST","LIFEEXP","WOMEN","YR","A","2016",82.2,
"EST","LIFEEXP","WOMEN","YR","A","2017",82.6,
"EST","LIFEEXP","WOMEN","YR","A","2018",82.7,
"IND","LIFEEXP","MEN","YR","A","1999",61.3,
"IND","LIFEEXP","MEN","YR","A","2000",61.7,
"IND","LIFEEXP","MEN","YR","A","2001",62.1,
"IND","LIFEEXP","MEN","YR","A","2002",62.5,
"IND","LIFEEXP","MEN","YR","A","2003",62.9,
"IND","LIFEEXP","MEN","YR","A","2004",63.3,
"IND","LIFEEXP","MEN","YR","A","2005",63.7,
"IND","LIFEEXP","MEN","YR","A","2006",64.1,
"IND","LIFEEXP","MEN","YR","A","2007",64.5,
"IND","LIFEEXP","MEN","YR","A","2008",64.9,
"IND","LIFEEXP","MEN","YR","A","2009",65.3,
"IND","LIFEEXP","MEN","YR","A","2010",65.7,
"IND","LIFEEXP","MEN","YR","A","2011",66.1,
"IND","LIFEEXP","MEN","YR","A","2012",66.5,
"IND","LIFEEXP","MEN","YR","A","2013",66.8,
"IND","LIFEEXP","MEN","YR","A","2014",67.2,
"IND","LIFEEXP","MEN","YR","A","2015",67.5,
"IND","LIFEEXP","MEN","YR","A","2016",67.7,
"IND","LIFEEXP","MEN","YR","A","2017",68,
"IND","LIFEEXP","MEN","YR","A","2018",68.2,
"IND","LIFEEXP","WOMEN","YR","A","1999",62.9,
"IND","LIFEEXP","WOMEN","YR","A","2000",63.3,
"IND","LIFEEXP","WOMEN","YR","A","2001",63.7,
"IND","LIFEEXP","WOMEN","YR","A","2002",64.1,
"IND","LIFEEXP","WOMEN","YR","A","2003",64.5,
"IND","LIFEEXP","WOMEN","YR","A","2004",64.9,
"IND","LIFEEXP","WOMEN","YR","A","2005",65.4,
"IND","LIFEEXP","WOMEN","YR","A","2006",65.8,
"IND","LIFEEXP","WOMEN","YR","A","2007",66.3,
"IND","LIFEEXP","WOMEN","YR","A","2008",66.7,
"IND","LIFEEXP","WOMEN","YR","A","2009",67.2,
"IND","LIFEEXP","WOMEN","YR","A","2010",67.7,
"IND","LIFEEXP","WOMEN","YR","A","2011",68.2,
"IND","LIFEEXP","WOMEN","YR","A","2012",68.7,
"IND","LIFEEXP","WOMEN","YR","A","2013",69.1,
"IND","LIFEEXP","WOMEN","YR","A","2014",69.5,
"IND","LIFEEXP","WOMEN","YR","A","2015",69.8,
"IND","LIFEEXP","WOMEN","YR","A","2016",70.1,
"IND","LIFEEXP","WOMEN","YR","A","2017",70.4,
"IND","LIFEEXP","WOMEN","YR","A","2018",70.7,
"IDN","LIFEEXP","MEN","YR","A","1999",64.1,
"IDN","LIFEEXP","MEN","YR","A","2000",64.3,
"IDN","LIFEEXP","MEN","YR","A","2001",64.6,
"IDN","LIFEEXP","MEN","YR","A","2002",64.8,
"IDN","LIFEEXP","MEN","YR","A","2003",65,
"IDN","LIFEEXP","MEN","YR","A","2004",65.3,
"IDN","LIFEEXP","MEN","YR","A","2005",65.6,
"IDN","LIFEEXP","MEN","YR","A","2006",65.9,
"IDN","LIFEEXP","MEN","YR","A","2007",66.2,
"IDN","LIFEEXP","MEN","YR","A","2008",66.6,
"IDN","LIFEEXP","MEN","YR","A","2009",66.9,
"IDN","LIFEEXP","MEN","YR","A","2010",67.2,
"IDN","LIFEEXP","MEN","YR","A","2011",67.5,
"IDN","LIFEEXP","MEN","YR","A","2012",67.8,
"IDN","LIFEEXP","MEN","YR","A","2013",68.1,
"IDN","LIFEEXP","MEN","YR","A","2014",68.4,
"IDN","LIFEEXP","MEN","YR","A","2015",68.7,
"IDN","LIFEEXP","MEN","YR","A","2016",68.9,
"IDN","LIFEEXP","MEN","YR","A","2017",69.2,
"IDN","LIFEEXP","MEN","YR","A","2018",69.4,
"IDN","LIFEEXP","WOMEN","YR","A","1999",66.9,
"IDN","LIFEEXP","WOMEN","YR","A","2000",67.2,
"IDN","LIFEEXP","WOMEN","YR","A","2001",67.5,
"IDN","LIFEEXP","WOMEN","YR","A","2002",67.9,
"IDN","LIFEEXP","WOMEN","YR","A","2003",68.2,
"IDN","LIFEEXP","WOMEN","YR","A","2004",68.7,
"IDN","LIFEEXP","WOMEN","YR","A","2005",69.1,
"IDN","LIFEEXP","WOMEN","YR","A","2006",69.6,
"IDN","LIFEEXP","WOMEN","YR","A","2007",70,
"IDN","LIFEEXP","WOMEN","YR","A","2008",70.5,
"IDN","LIFEEXP","WOMEN","YR","A","2009",70.9,
"IDN","LIFEEXP","WOMEN","YR","A","2010",71.3,
"IDN","LIFEEXP","WOMEN","YR","A","2011",71.7,
"IDN","LIFEEXP","WOMEN","YR","A","2012",72,
"IDN","LIFEEXP","WOMEN","YR","A","2013",72.4,
"IDN","LIFEEXP","WOMEN","YR","A","2014",72.7,
"IDN","LIFEEXP","WOMEN","YR","A","2015",73,
"IDN","LIFEEXP","WOMEN","YR","A","2016",73.3,
"IDN","LIFEEXP","WOMEN","YR","A","2017",73.5,
"IDN","LIFEEXP","WOMEN","YR","A","2018",73.7,
"ISR","LIFEEXP","MEN","YR","A","1999",76.6,
"ISR","LIFEEXP","MEN","YR","A","2000",76.7,
"ISR","LIFEEXP","MEN","YR","A","2001",77.3,
"ISR","LIFEEXP","MEN","YR","A","2002",77.5,
"ISR","LIFEEXP","MEN","YR","A","2003",77.6,
"ISR","LIFEEXP","MEN","YR","A","2004",78,
"ISR","LIFEEXP","MEN","YR","A","2005",78.2,
"ISR","LIFEEXP","MEN","YR","A","2006",78.7,
"ISR","LIFEEXP","MEN","YR","A","2007",78.7,
"ISR","LIFEEXP","MEN","YR","A","2008",79,
"ISR","LIFEEXP","MEN","YR","A","2009",79.6,"B"
"ISR","LIFEEXP","MEN","YR","A","2010",79.7,
"ISR","LIFEEXP","MEN","YR","A","2011",79.9,
"ISR","LIFEEXP","MEN","YR","A","2012",79.9,
"ISR","LIFEEXP","MEN","YR","A","2013",80.3,
"ISR","LIFEEXP","MEN","YR","A","2014",80.3,
"ISR","LIFEEXP","MEN","YR","A","2015",80.1,
"ISR","LIFEEXP","MEN","YR","A","2016",80.7,
"ISR","LIFEEXP","MEN","YR","A","2017",80.6,
"ISR","LIFEEXP","MEN","YR","A","2018",80.9,
"ISR","LIFEEXP","WOMEN","YR","A","1999",80.4,
"ISR","LIFEEXP","WOMEN","YR","A","2000",80.9,
"ISR","LIFEEXP","WOMEN","YR","A","2001",81.2,
"ISR","LIFEEXP","WOMEN","YR","A","2002",81.5,
"ISR","LIFEEXP","WOMEN","YR","A","2003",81.8,
"ISR","LIFEEXP","WOMEN","YR","A","2004",82.4,
"ISR","LIFEEXP","WOMEN","YR","A","2005",82.2,
"ISR","LIFEEXP","WOMEN","YR","A","2006",82.5,
"ISR","LIFEEXP","WOMEN","YR","A","2007",82.4,
"ISR","LIFEEXP","WOMEN","YR","A","2008",83,
"ISR","LIFEEXP","WOMEN","YR","A","2009",83.3,"B"
"ISR","LIFEEXP","WOMEN","YR","A","2010",83.6,
"ISR","LIFEEXP","WOMEN","YR","A","2011",83.5,
"ISR","LIFEEXP","WOMEN","YR","A","2012",83.6,
"ISR","LIFEEXP","WOMEN","YR","A","2013",83.9,
"ISR","LIFEEXP","WOMEN","YR","A","2014",84.1,
"ISR","LIFEEXP","WOMEN","YR","A","2015",84.1,
"ISR","LIFEEXP","WOMEN","YR","A","2016",84.2,
"ISR","LIFEEXP","WOMEN","YR","A","2017",84.6,
"ISR","LIFEEXP","WOMEN","YR","A","2018",84.8,
"RUS","LIFEEXP","MEN","YR","A","1999",59.9,
"RUS","LIFEEXP","MEN","YR","A","2000",59,
"RUS","LIFEEXP","MEN","YR","A","2001",58.9,
"RUS","LIFEEXP","MEN","YR","A","2002",58.7,
"RUS","LIFEEXP","MEN","YR","A","2003",58.5,
"RUS","LIFEEXP","MEN","YR","A","2004",58.9,
"RUS","LIFEEXP","MEN","YR","A","2005",58.9,
"RUS","LIFEEXP","MEN","YR","A","2006",60.4,
"RUS","LIFEEXP","MEN","YR","A","2007",61.5,
"RUS","LIFEEXP","MEN","YR","A","2008",61.9,
"RUS","LIFEEXP","MEN","YR","A","2009",62.9,
"RUS","LIFEEXP","MEN","YR","A","2010",63.1,
"RUS","LIFEEXP","MEN","YR","A","2011",64,
"RUS","LIFEEXP","MEN","YR","A","2012",64.6,
"RUS","LIFEEXP","MEN","YR","A","2013",65.1,
"RUS","LIFEEXP","MEN","YR","A","2014",65.3,"B"
"RUS","LIFEEXP","MEN","YR","A","2015",65.9,
"RUS","LIFEEXP","MEN","YR","A","2016",66.5,
"RUS","LIFEEXP","MEN","YR","A","2017",67.5,
"RUS","LIFEEXP","MEN","YR","A","2018",67.8,
"RUS","LIFEEXP","WOMEN","YR","A","1999",72.4,
"RUS","LIFEEXP","WOMEN","YR","A","2000",72.3,
"RUS","LIFEEXP","WOMEN","YR","A","2001",72.2,
"RUS","LIFEEXP","WOMEN","YR","A","2002",71.9,
"RUS","LIFEEXP","WOMEN","YR","A","2003",71.9,
"RUS","LIFEEXP","WOMEN","YR","A","2004",72.4,
"RUS","LIFEEXP","WOMEN","YR","A","2005",72.5,
"RUS","LIFEEXP","WOMEN","YR","A","2006",73.3,
"RUS","LIFEEXP","WOMEN","YR","A","2007",74,
"RUS","LIFEEXP","WOMEN","YR","A","2008",74.3,
"RUS","LIFEEXP","WOMEN","YR","A","2009",74.8,
"RUS","LIFEEXP","WOMEN","YR","A","2010",74.9,
"RUS","LIFEEXP","WOMEN","YR","A","2011",75.6,
"RUS","LIFEEXP","WOMEN","YR","A","2012",75.9,
"RUS","LIFEEXP","WOMEN","YR","A","2013",76.3,
"RUS","LIFEEXP","WOMEN","YR","A","2014",76.5,"B"
"RUS","LIFEEXP","WOMEN","YR","A","2015",76.7,
"RUS","LIFEEXP","WOMEN","YR","A","2016",77.1,
"RUS","LIFEEXP","WOMEN","YR","A","2017",77.6,
"RUS","LIFEEXP","WOMEN","YR","A","2018",77.8,
"SVN","LIFEEXP","MEN","YR","A","1999",71.8,
"SVN","LIFEEXP","MEN","YR","A","2000",72.2,
"SVN","LIFEEXP","MEN","YR","A","2001",72.3,
"SVN","LIFEEXP","MEN","YR","A","2002",72.6,
"SVN","LIFEEXP","MEN","YR","A","2003",72.5,
"SVN","LIFEEXP","MEN","YR","A","2004",73.5,
"SVN","LIFEEXP","MEN","YR","A","2005",73.9,
"SVN","LIFEEXP","MEN","YR","A","2006",74.5,
"SVN","LIFEEXP","MEN","YR","A","2007",74.6,
"SVN","LIFEEXP","MEN","YR","A","2008",75.5,"B"
"SVN","LIFEEXP","MEN","YR","A","2009",75.9,
"SVN","LIFEEXP","MEN","YR","A","2010",76.4,
"SVN","LIFEEXP","MEN","YR","A","2011",76.8,
"SVN","LIFEEXP","MEN","YR","A","2012",77.1,
"SVN","LIFEEXP","MEN","YR","A","2013",77.2,
"SVN","LIFEEXP","MEN","YR","A","2014",78.2,
"SVN","LIFEEXP","MEN","YR","A","2015",77.8,
"SVN","LIFEEXP","MEN","YR","A","2016",78.2,
"SVN","LIFEEXP","MEN","YR","A","2017",78.2,
"SVN","LIFEEXP","MEN","YR","A","2018",78.5,
"SVN","LIFEEXP","WOMEN","YR","A","1999",79.5,
"SVN","LIFEEXP","WOMEN","YR","A","2000",79.9,
"SVN","LIFEEXP","WOMEN","YR","A","2001",80.4,
"SVN","LIFEEXP","WOMEN","YR","A","2002",80.5,
"SVN","LIFEEXP","WOMEN","YR","A","2003",80.3,
"SVN","LIFEEXP","WOMEN","YR","A","2004",80.8,
"SVN","LIFEEXP","WOMEN","YR","A","2005",80.9,
"SVN","LIFEEXP","WOMEN","YR","A","2006",82,
"SVN","LIFEEXP","WOMEN","YR","A","2007",82,
"SVN","LIFEEXP","WOMEN","YR","A","2008",82.6,"B"
"SVN","LIFEEXP","WOMEN","YR","A","2009",82.7,
"SVN","LIFEEXP","WOMEN","YR","A","2010",83.1,
"SVN","LIFEEXP","WOMEN","YR","A","2011",83.3,
"SVN","LIFEEXP","WOMEN","YR","A","2012",83.3,
"SVN","LIFEEXP","WOMEN","YR","A","2013",83.6,
"SVN","LIFEEXP","WOMEN","YR","A","2014",84.1,
"SVN","LIFEEXP","WOMEN","YR","A","2015",83.9,
"SVN","LIFEEXP","WOMEN","YR","A","2016",84.3,
"SVN","LIFEEXP","WOMEN","YR","A","2017",84,
"SVN","LIFEEXP","WOMEN","YR","A","2018",84.4,
"ZAF","LIFEEXP","MEN","YR","A","1999",54.1,
"ZAF","LIFEEXP","MEN","YR","A","2000",53.1,
"ZAF","LIFEEXP","MEN","YR","A","2001",52.3,
"ZAF","LIFEEXP","MEN","YR","A","2002",51.7,
"ZAF","LIFEEXP","MEN","YR","A","2003",51.3,
"ZAF","LIFEEXP","MEN","YR","A","2004",51.1,
"ZAF","LIFEEXP","MEN","YR","A","2005",51.1,
"ZAF","LIFEEXP","MEN","YR","A","2006",51.4,
"ZAF","LIFEEXP","MEN","YR","A","2007",52,
"ZAF","LIFEEXP","MEN","YR","A","2008",52.9,
"ZAF","LIFEEXP","MEN","YR","A","2009",53.8,
"ZAF","LIFEEXP","MEN","YR","A","2010",54.9,
"ZAF","LIFEEXP","MEN","YR","A","2011",56,
"ZAF","LIFEEXP","MEN","YR","A","2012",57,
"ZAF","LIFEEXP","MEN","YR","A","2013",58,
"ZAF","LIFEEXP","MEN","YR","A","2014",58.7,
"ZAF","LIFEEXP","MEN","YR","A","2015",59.3,
"ZAF","LIFEEXP","MEN","YR","A","2016",59.8,
"ZAF","LIFEEXP","MEN","YR","A","2017",60.2,
"ZAF","LIFEEXP","MEN","YR","A","2018",60.5,
"ZAF","LIFEEXP","WOMEN","YR","A","1999",60.5,
"ZAF","LIFEEXP","WOMEN","YR","A","2000",59.2,
"ZAF","LIFEEXP","WOMEN","YR","A","2001",58,
"ZAF","LIFEEXP","WOMEN","YR","A","2002",57.1,
"ZAF","LIFEEXP","WOMEN","YR","A","2003",56.4,
"ZAF","LIFEEXP","WOMEN","YR","A","2004",56,
"ZAF","LIFEEXP","WOMEN","YR","A","2005",55.9,
"ZAF","LIFEEXP","WOMEN","YR","A","2006",56.3,
"ZAF","LIFEEXP","WOMEN","YR","A","2007",57,
"ZAF","LIFEEXP","WOMEN","YR","A","2008",58,
"ZAF","LIFEEXP","WOMEN","YR","A","2009",59.2,
"ZAF","LIFEEXP","WOMEN","YR","A","2010",60.6,
"ZAF","LIFEEXP","WOMEN","YR","A","2011",61.9,
"ZAF","LIFEEXP","WOMEN","YR","A","2012",63.2,
"ZAF","LIFEEXP","WOMEN","YR","A","2013",64.4,
"ZAF","LIFEEXP","WOMEN","YR","A","2014",65.4,
"ZAF","LIFEEXP","WOMEN","YR","A","2015",66.1,
"ZAF","LIFEEXP","WOMEN","YR","A","2016",66.7,
"ZAF","LIFEEXP","WOMEN","YR","A","2017",67.1,
"ZAF","LIFEEXP","WOMEN","YR","A","2018",67.4,
"COL","LIFEEXP","MEN","YR","A","1999",69.2,
"COL","LIFEEXP","MEN","YR","A","2000",69.6,
"COL","LIFEEXP","MEN","YR","A","2001",69.9,
"COL","LIFEEXP","MEN","YR","A","2002",70.2,
"COL","LIFEEXP","MEN","YR","A","2003",70.5,
"COL","LIFEEXP","MEN","YR","A","2004",70.8,
"COL","LIFEEXP","MEN","YR","A","2005",71.1,
"COL","LIFEEXP","MEN","YR","A","2006",71.4,
"COL","LIFEEXP","MEN","YR","A","2007",71.6,
"COL","LIFEEXP","MEN","YR","A","2008",71.9,
"COL","LIFEEXP","MEN","YR","A","2009",72.2,
"COL","LIFEEXP","MEN","YR","A","2010",72.4,
"COL","LIFEEXP","MEN","YR","A","2011",72.7,
"COL","LIFEEXP","MEN","YR","A","2012",73,
"COL","LIFEEXP","MEN","YR","A","2013",73.2,
"COL","LIFEEXP","MEN","YR","A","2014",73.5,
"COL","LIFEEXP","MEN","YR","A","2015",73.7,
"COL","LIFEEXP","MEN","YR","A","2016",73.9,
"COL","LIFEEXP","MEN","YR","A","2017",74.1,
"COL","LIFEEXP","MEN","YR","A","2018",74.3,
"COL","LIFEEXP","WOMEN","YR","A","1999",76,
"COL","LIFEEXP","WOMEN","YR","A","2000",76.3,
"COL","LIFEEXP","WOMEN","YR","A","2001",76.5,
"COL","LIFEEXP","WOMEN","YR","A","2002",76.8,
"COL","LIFEEXP","WOMEN","YR","A","2003",77,
"COL","LIFEEXP","WOMEN","YR","A","2004",77.2,
"COL","LIFEEXP","WOMEN","YR","A","2005",77.4,
"COL","LIFEEXP","WOMEN","YR","A","2006",77.6,
"COL","LIFEEXP","WOMEN","YR","A","2007",77.8,
"COL","LIFEEXP","WOMEN","YR","A","2008",78,
"COL","LIFEEXP","WOMEN","YR","A","2009",78.2,
"COL","LIFEEXP","WOMEN","YR","A","2010",78.4,
"COL","LIFEEXP","WOMEN","YR","A","2011",78.6,
"COL","LIFEEXP","WOMEN","YR","A","2012",78.8,
"COL","LIFEEXP","WOMEN","YR","A","2013",79,
"COL","LIFEEXP","WOMEN","YR","A","2014",79.2,
"COL","LIFEEXP","WOMEN","YR","A","2015",79.3,
"COL","LIFEEXP","WOMEN","YR","A","2016",79.5,
"COL","LIFEEXP","WOMEN","YR","A","2017",79.7,
"COL","LIFEEXP","WOMEN","YR","A","2018",79.9,
"LVA","LIFEEXP","MEN","YR","A","2002",64.4,
"LVA","LIFEEXP","MEN","YR","A","2003",65.3,
"LVA","LIFEEXP","MEN","YR","A","2004",65.6,
"LVA","LIFEEXP","MEN","YR","A","2005",64.9,
"LVA","LIFEEXP","MEN","YR","A","2006",65,
"LVA","LIFEEXP","MEN","YR","A","2007",65.3,
"LVA","LIFEEXP","MEN","YR","A","2008",66.5,
"LVA","LIFEEXP","MEN","YR","A","2009",67.5,
"LVA","LIFEEXP","MEN","YR","A","2010",67.9,
"LVA","LIFEEXP","MEN","YR","A","2011",68.6,
"LVA","LIFEEXP","MEN","YR","A","2012",68.9,
"LVA","LIFEEXP","MEN","YR","A","2013",69.3,
"LVA","LIFEEXP","MEN","YR","A","2014",69.1,
"LVA","LIFEEXP","MEN","YR","A","2015",69.7,
"LVA","LIFEEXP","MEN","YR","A","2016",69.8,
"LVA","LIFEEXP","MEN","YR","A","2017",69.8,
"LVA","LIFEEXP","MEN","YR","A","2018",70.1,
"LVA","LIFEEXP","WOMEN","YR","A","2002",75.8,
"LVA","LIFEEXP","WOMEN","YR","A","2003",75.7,
"LVA","LIFEEXP","WOMEN","YR","A","2004",76,
"LVA","LIFEEXP","WOMEN","YR","A","2005",76.3,
"LVA","LIFEEXP","WOMEN","YR","A","2006",76.1,
"LVA","LIFEEXP","WOMEN","YR","A","2007",76.2,
"LVA","LIFEEXP","WOMEN","YR","A","2008",77.5,
"LVA","LIFEEXP","WOMEN","YR","A","2009",77.7,
"LVA","LIFEEXP","WOMEN","YR","A","2010",78,
"LVA","LIFEEXP","WOMEN","YR","A","2011",78.8,
"LVA","LIFEEXP","WOMEN","YR","A","2012",78.9,
"LVA","LIFEEXP","WOMEN","YR","A","2013",78.9,
"LVA","LIFEEXP","WOMEN","YR","A","2014",79.4,
"LVA","LIFEEXP","WOMEN","YR","A","2015",79.5,
"LVA","LIFEEXP","WOMEN","YR","A","2016",79.6,
"LVA","LIFEEXP","WOMEN","YR","A","2017",79.7,
"LVA","LIFEEXP","WOMEN","YR","A","2018",79.7,
"LTU","LIFEEXP","MEN","YR","A","1999",66.3,
"LTU","LIFEEXP","MEN","YR","A","2000",66.7,
"LTU","LIFEEXP","MEN","YR","A","2001",65.9,
"LTU","LIFEEXP","MEN","YR","A","2002",66.1,
"LTU","LIFEEXP","MEN","YR","A","2003",66.4,
"LTU","LIFEEXP","MEN","YR","A","2004",66.2,
"LTU","LIFEEXP","MEN","YR","A","2005",65.2,
"LTU","LIFEEXP","MEN","YR","A","2006",65,
"LTU","LIFEEXP","MEN","YR","A","2007",64.5,
"LTU","LIFEEXP","MEN","YR","A","2008",65.9,
"LTU","LIFEEXP","MEN","YR","A","2009",67.1,
"LTU","LIFEEXP","MEN","YR","A","2010",67.6,
"LTU","LIFEEXP","MEN","YR","A","2011",68.1,
"LTU","LIFEEXP","MEN","YR","A","2012",68.4,
"LTU","LIFEEXP","MEN","YR","A","2013",68.5,
"LTU","LIFEEXP","MEN","YR","A","2014",69.2,
"LTU","LIFEEXP","MEN","YR","A","2015",69.2,
"LTU","LIFEEXP","MEN","YR","A","2016",69.5,
"LTU","LIFEEXP","MEN","YR","A","2017",70.7,
"LTU","LIFEEXP","MEN","YR","A","2018",70.9,
"LTU","LIFEEXP","WOMEN","YR","A","1999",77,
"LTU","LIFEEXP","WOMEN","YR","A","2000",77.4,
"LTU","LIFEEXP","WOMEN","YR","A","2001",77.4,
"LTU","LIFEEXP","WOMEN","YR","A","2002",77.4,
"LTU","LIFEEXP","WOMEN","YR","A","2003",77.7,
"LTU","LIFEEXP","WOMEN","YR","A","2004",77.7,
"LTU","LIFEEXP","WOMEN","YR","A","2005",77.4,
"LTU","LIFEEXP","WOMEN","YR","A","2006",77.1,
"LTU","LIFEEXP","WOMEN","YR","A","2007",77.2,
"LTU","LIFEEXP","WOMEN","YR","A","2008",77.6,
"LTU","LIFEEXP","WOMEN","YR","A","2009",78.7,
"LTU","LIFEEXP","WOMEN","YR","A","2010",78.9,
"LTU","LIFEEXP","WOMEN","YR","A","2011",79.3,
"LTU","LIFEEXP","WOMEN","YR","A","2012",79.6,
"LTU","LIFEEXP","WOMEN","YR","A","2013",79.6,
"LTU","LIFEEXP","WOMEN","YR","A","2014",80.1,
"LTU","LIFEEXP","WOMEN","YR","A","2015",79.7,
"LTU","LIFEEXP","WOMEN","YR","A","2016",80.1,
"LTU","LIFEEXP","WOMEN","YR","A","2017",80.5,
"LTU","LIFEEXP","WOMEN","YR","A","2018",80.7,
"CRI","LIFEEXP","MEN","YR","A","1999",75,
"CRI","LIFEEXP","MEN","YR","A","2000",75.1,
"CRI","LIFEEXP","MEN","YR","A","2001",75.3,
"CRI","LIFEEXP","MEN","YR","A","2002",75.4,
"CRI","LIFEEXP","MEN","YR","A","2003",75.6,
"CRI","LIFEEXP","MEN","YR","A","2004",75.7,
"CRI","LIFEEXP","MEN","YR","A","2005",75.8,
"CRI","LIFEEXP","MEN","YR","A","2006",75.9,
"CRI","LIFEEXP","MEN","YR","A","2007",76,
"CRI","LIFEEXP","MEN","YR","A","2008",76.1,
"CRI","LIFEEXP","MEN","YR","A","2009",76.2,
"CRI","LIFEEXP","MEN","YR","A","2010",76.4,
"CRI","LIFEEXP","MEN","YR","A","2011",76.6,
"CRI","LIFEEXP","MEN","YR","A","2012",76.9,
"CRI","LIFEEXP","MEN","YR","A","2013",77.1,
"CRI","LIFEEXP","MEN","YR","A","2014",77.2,
"CRI","LIFEEXP","MEN","YR","A","2015",77.4,
"CRI","LIFEEXP","MEN","YR","A","2016",77.5,
"CRI","LIFEEXP","MEN","YR","A","2017",77.6,
"CRI","LIFEEXP","MEN","YR","A","2018",77.8,
"CRI","LIFEEXP","WOMEN","YR","A","1999",79.7,
"CRI","LIFEEXP","WOMEN","YR","A","2000",79.8,
"CRI","LIFEEXP","WOMEN","YR","A","2001",80,
"CRI","LIFEEXP","WOMEN","YR","A","2002",80.1,
"CRI","LIFEEXP","WOMEN","YR","A","2003",80.2,
"CRI","LIFEEXP","WOMEN","YR","A","2004",80.4,
"CRI","LIFEEXP","WOMEN","YR","A","2005",80.5,
"CRI","LIFEEXP","WOMEN","YR","A","2006",80.6,
"CRI","LIFEEXP","WOMEN","YR","A","2007",80.8,
"CRI","LIFEEXP","WOMEN","YR","A","2008",80.9,
"CRI","LIFEEXP","WOMEN","YR","A","2009",81.1,
"CRI","LIFEEXP","WOMEN","YR","A","2010",81.2,
"CRI","LIFEEXP","WOMEN","YR","A","2011",81.6,
"CRI","LIFEEXP","WOMEN","YR","A","2012",81.9,
"CRI","LIFEEXP","WOMEN","YR","A","2013",82.1,
"CRI","LIFEEXP","WOMEN","YR","A","2014",82.3,
"CRI","LIFEEXP","WOMEN","YR","A","2015",82.4,
"CRI","LIFEEXP","WOMEN","YR","A","2016",82.6,
"CRI","LIFEEXP","WOMEN","YR","A","2017",82.7,
"CRI","LIFEEXP","WOMEN","YR","A","2018",82.9,
